	transcript	backchannel	start	end	role	folder
748	타인과 이게 좀 많이 나누시는 편이신 것 같아요. 네	1	1339.56	1344.56	counselor	3
749	네 맞아요. 네	0	1343.2	1344.2	client	3
750	음 그런 부분이 이제 앞으로도 내가 어려운 일을 이제 있을 수 있잖아요. 예	1	1350.45	1357.56	counselor	3
751	그게 삶이기 때문에,	1	1357.56	1359.56	counselor	3
752	그렇게 어려운 상황에 놓여있을 때,	1	1359.56	1362.56	counselor	3
753	이제 우리 지수님 스스로도 잘 하실 수 있지만,	1	1362.56	1366.56	counselor	3
754	그런 게 굉장히 혼자 이렇게 억누르거나, 참거나, 고민하거나 이런 것보다는,	1	1366.56	1372.56	counselor	3
755	타인의 어떤 도움을 적절하게 또 받으시면서 선택하시는 부분이 굉장히 좀 아- 잘 하셨다 라고 생각이 드네요.	1	1372.56	1381.89	counselor	3
756	아 네 네	0	1380.44	1382.16	client	3
757	음 어려운 일을 겪은 것은 사실이거든요. 네	1	1381.89	1386.56	counselor	3
758	내적으로 얼마나 힘드셨을까, 충격도 크셨을 것 같고, 음	1	1386.56	1391.56	counselor	3
759	그래서 더 이제 다짐도 더 많으셨을 것 같아요. 네	1	1391.56	1396.55	counselor	3
760	어떤 다짐이 좀 있으셨을까요?	0	1396.55	1398.56	counselor	3
761	음 이렇게 조금 이제 좀 있으면 서른 살이 되는 그런 나이인데 어 앞으로 뭐 말씀하신 것처럼 인생의 어떤 많은 고난길도 예상되는 부분들도 있고	1	1399.59	1417.2	client	3
762	그럴 때 어 제가 뭔가를 이렇게 어 어떤 힘든 일에 와도 지금처럼 이렇게 좀 잘 어 힘든 게 있으면 주변 사람들한테 이런 것들을 좀 얘기해서 같이 나누고 네	1	1417.2	1434.2	client	3
763	좀 지혜롭게 네 극복하려고 마음가짐을 좀 많이 잡자 이런 자기만의 믿음 그런 걸 좀 많이 심으려고 노력을 하는 것 같아요. 네	1	1434.2	1447.2	client	3
764	이 뭐 감정적으로나 물리적으로 한다고 해서 뭐 풀리는 게 없잖아요. 네	3	1448.2	1453.2	client	3
765	그럼요.	0	1452.56	1453.87	counselor	3
766	그래서 어차피 뭐 사회 살아가면서 누구나 다 힘든 경험들을 다 겪고 하니까 나만 힘든 게 아니니까 그거를 좀 지혜롭게 잘 극복을 한번 해보자.	1	1454.2	1465.2	client	3
767	뭐 이런 게 또 인생이다 그런 생각을 좀 많이 겪기도 하는 것 같아요. 네	1	1465.2	1470.2	client	3
768	이번을 계기로 해서 또 터닝포인트가 될 수 있는 지점이 될 수가 있으니까,	1	1470.56	1476.56	counselor	3
769	분노감정을 느끼거나, 걱정을 한다거나, 그런 지점들에서 내가 내 감정을 많이 느꼈던 지점들인데,	1	1481.12	1491.56	counselor	3
770	그런 경험들이 좀 있으신가요?	1	1491.56	1494.43	counselor	3
771	음 약간은 음 아직은 뭐 그렇게 큰 경험이 없는데 군생활도 약간 조금 힘들었던 것 같아요. 네	1	1494.2	1510.2	client	3
772	남자라면 또 피할 수 없으니까	3	1510.2	1512.56	client	3
773	그렇죠.	0	1512.56	1513.01	counselor	3
774	어 약간은 그 군대 생활을 하다 보면 어 분명히 내가 생각하거나 남들이 생각했을 때 어 이쪽으로 하는 게 맞는데 그 위에서는 또 그렇게 방향을 하지 말라 이렇게 얘기를 하니까	1	1512.56	1535.2	client	3
775	약간은 비정당화된 지시? 네 좀 그런 거를 하니까 조금 마음이 되게 힘들었던 경험이 좀 있기도 하거든요. 네	1	1535.2	1544.2	client	3
776	업무 수행을 하면서 군인은 일단은 상관에 복종을 해야 되는 그런 직업이다 보니까	3	1544.2	1551.27	client	3
777	그렇죠	0	1550.56	1551.78	counselor	3
778	어 이게 사회에서 같았으면 분명히 크게 논란이 되고 문제가 됐을 일인데 군대에서는 그걸 꼭 해야 된다. 약간 좀 네 말도 안 되는 약간 좀 그런 것	1	1551.27	1564.25	client	3
779	그런 것들이 뭐 워낙 제가 맡았던 포지션뿐만 아니라 전역한 제 친구들 얘기 들어봐도 원래 군대가 그런 거라고 네	1	1564.25	1575.2	client	3
780	그래서 좀 그런 부분들에 대해서 제가 2년이년 동안 업무 수행을 하면서 그러니까는 저는 좀 정의롭게 하고 싶었는데 그러지 못해서 마음 한 구석에 약간은 좀 안타까움 그런 것들이 좀 있었던 것 같아요. 네	1	1575.2	1590.99	client	3
781	그 어떤 정당성에 대한 예 굉장히 좀 크신 부분이 있으시네요? 네	1	1593.31	1599.04	counselor	3
782	비정당성 이런 부분에 대해서. 어 네	0	1600.56	1604.87	counselor	3
783	어쨌든 군대라는 것도 나라 세금으로 운영이 되는 곳인데	1	1604.29	1608.7	client	3
784	그거를 국민들 피땀 흘린 세금으로 그렇게 유지가 되는 곳인데 그거를 일부 간부들에 의해서 네 좀 그런 것들이 좀 있는 것 같아요.	1	1608.7	1623.2	client	3
785	그건 근데 저는 제가 생각하기에 군대 뿐만 아니라 뭐 사회에서도 그러지 않을까 싶기도 하거든요. 어느 곳을 가든 간에 그런 일들은 다 있을 법하다. 약간 좀 그렇게 생각을 하고 있습니다. 네	1	1623.2	1638.2	client	3
786	정당하지 않은 상황에 대해서 조금 불편감이 있으세요. 네	1	1638.56	1642.81	counselor	3
787	네	0	1642.2	1642.4	client	3
788	아니요. 사회에서는 아직 크게 없었던 것 같아요. 네	0	1650.2	1654.2	client	3
789	아니면은 가족이라든가 아니면 학교나 이런 상황에서 좀 정당하지 못한 그런 거에 대해서 내 마음이 좀 불편하거나 이런.	1	1653.64	1663.56	counselor	3
790	학교에서는 한 번 있었던 것 같아요. 생각해보니까 음 대학교 생활 때 어 그 이제	1	1664.53	1674.2	client	3
791	조별 과제라고 하죠. 예	1	1674.2	1678.2	client	3
792	조별 과제를 할 때 제가 이제 조장이었을 때 음 조원이 맨날 지각하고 잘 안 하려고 하고	1	1678.2	1687.75	client	3
793	음 음	0	1686.76	1688.34	counselor	3
794	음 과제도 남들과 좀 다르게 예를 들어서 뭐 14사분의 일씩 공통	1	1687.75	1694.65	client	3
795	그거를 이제 교수님한테 얘기를 해야 되나 해가지고 그 과제에서 빼야 되나 그 사람을 빼야 되나 약간 그런 생각도 있었는데	1	1705.68	1715.72	client	3
796	한편은 또 그런 생각도 가지고 있었기 때문에 결국에는 같이 끌고 갔었는데 어쨌든 저도 사람인지라 그런 게 조금 불편한 게 있었죠. 네 	1	1725.72	1735.72	client	3
797	그 사람이 그 부분을 조금 덜 하게 되면 나머지 사람들은 또 그만큼 더 해야 되는 거니까 네	3	1735.72	1743.16	client	3
798	그렇죠 음	0	1742.15	1743.4	counselor	3
799	그래서 조장이라는 역할이 조금 어려웠죠. 네	1	1743.16	1749.27	client	3
800	좀 어 그렇게 조장으로서 그 구성원이 안 하려고 하는 음 당연히 해야 할 부분에 있어서	1	1750.56	1758.56	counselor	3
801	타인에게 피해를 주는 상황이 되는 거잖아요. 그 상황에서 그 구성원이 어떻게 느껴지셨어요?	1	1758.56	1766.34	counselor	3
802	어 그 친구가 고등학교를 이제 막 졸업한 1학년일학년이었어요.	0	1772.72	1780.72	client	3
803	그래서 저랑 이제 좀 군대도 갔다고 했으니까 저랑 나이 차이가 좀 많이 나다 보니까	1	1780.72	1784.72	client	3
804	음 그렇게 얘기를 할 때마다 좀 느끼는 게 아 조금 뭐 아직은 좀 어려서 그런가 약간 좀 그런 생각도 들고	1	1784.72	1793.72	client	3
805	벌써부터 저러면 나중에 이제 본인이 고학년이 됐을 때 조장을 맡게 될 텐데	1	1795.72	1803.72	client	3
806	조장을 맡아서 그런 조원을 또 만났을 때 본인은 좀 어떻게 대처를 할까	1	1803.72	1809.72	client	3
807	약간 좀 그 사람의 어떤 미래에 대한 좀 생각도 갖게 되고 안타까우면서도	1	1809.72	1815.72	client	3
808	음 조금 그런 점이 좀 불만이 되기도 했고 어쩔 수 없이 조장이라도 안고 가야 되는 그런 부담감 때문에	1	1815.72	1825.72	client	3
809	네, 그랬던 것 같습니다.	0	1825.72	1829.05	client	3
810	그런 상황이 좀 불편한 상황이 되면 좀 표현을 하시는 편이신가요?	0	1829.54	1833.22	counselor	3
811	음 말은 제가 직접적으로 하지는 잘 못하는 못하는 성격이라서	2	1835.55	1841.72	client	3
812	음 그리고 직접적으로 말하는 게 조금 되게 꺼려져요, 제 성격상.	1	1847.72	1855.72	client	3
813	음 음	0	1855.44	1856.85	counselor	3
814	모진소리를 잘 못해요.	1	1862.72	1865.72	client	3
815	저보다 저의 저보다 어린 동생들이나 네 제 밑에 직장 후배들한테도 그런 소리를 잘 못해서	1	1865.72	1874.72	client	3
816	마음 한켠에서는 조금 혼자 삭히려고 할 때도 있는 것 같기도 하고 네	2	1878.72	1885.72	client	3
817	조금 불편한 상황에서는 오히려 말씀을 잘 못하시고 혼자 삭히시는 편이시고 그다음에 어 조금 전에 내가 굉장히 힘든 일을 어 충격적인 그런 상황에서는	1	1888.95	1899.56	counselor	3
818	조금 또 불편한 대상들에게는 내가 그런 내 감정이라든가 이런 것들을 좀 표현하지 못하는 자 그렇 어떤 마음으로 안 되시는 부분이 있을까요?	0	1907.56	1923.56	counselor	3
819	내가 이제 불편한 감정들은 이렇게 타인에게 조언을 해줄 수도 있고 이 상황에서 타인에게 피해를 줄 수 있다 라고 이제 어 구체적으로 인지를 시켜줄 수 있는 지점들도 있을 텐데 음	1	1923.56	1938.55	counselor	3
820	약간은 그거를 말하는 게 어렵진 않은데	1	1940.59	1946.72	client	3
821	그거를 그렇게 제가 좀 크리티컬하게 말함으로 인해서	1	1946.72	1949.72	client	3
822	그 사람이 뭔가 상처를 받지 않을까?	1	1949.72	1954.11	client	3
823	어- 그렇게 말을 했을 때 그 사람이 어 나를 또 어떻게 생각할까	1	1956.4	1962.72	client	3
824	약간 좀 그런 의식도 좀 갖기도 하는 것 같아요. 네	2	1962.72	1966.51	client	3
825	그런 거를 좀 잘 못하는 것 같아요. 네	1	1971.72	1974.29	client	3
826	불편한 상황에서 내가 말을 하지 못하는 그런 것에 있어서는 그 사람이 상처를 받지 않을까? 네	1	1973.56	1983.66	counselor	3
827	그 사람이 또 나를 어떻게 생각할까? 네 	1	1983.66	1986.65	counselor	3
828	아 타인에게 시선이 그 있네요 네	0	1990.33	1994.74	counselor	3
829	네. 조금 있어요.	0	1993.72	1994.99	client	3
830	타인에게 시선이 네 조금 가있는 어	1	1996.57	2001.56	counselor	3
831	근데 굉장히 좀 이렇게 내가 나를 불편한 대상에게 정말 많이 불편해서 어 내 생각이나 감정을 좀 표현해 보신 경험은 있으세요?	0	2001.56	2012.56	counselor	3
832	음 또 군대에서 한 번 있었던 것 같기도 한데 네	1	2014.55	2024.72	client	3
833	그러다 보니까 어 모진 선임들이	2	2034.72	2038.72	client	3
834	불합리한 거를 요구를 하고	1	2045.72	2048.72	client	3
835	자꾸 말도 안 되는 걸로 괴롭히려고 하고 하니까	1	2048.72	2052.72	client	3
836	이런 것 때문에 그동안 제가 직접적으로 말은 안 했지만	1	2060.72	2063.72	client	3
837	어 많이 힘들었다. 네	1	2065.72	2068.72	client	3
838	군대에서는 좀 어f 제가 이거를 문제 제기를 안 할 테니까	1	2074.72	2079.72	client	3
839	좀 고쳐서 나왔으면 좋겠다.	1	2079.72	2081.72	client	3
840	후배들도 좀 고만 괴롭히고	5	2081.72	2083.72	client	3
841	선임들한테 예	3	2091.01	2092.72	client	3
842	그렇죠 네	0	2091.89	2092.44	counselor	3
843	민간인, 좀 있으면 이제 민간인이 되는 사람이었기 때문에	1	2100.72	2103.72	client	3
844	음 네	0	2102.22	2105.12	counselor	3
845	본인도 이제 나갈 거에 대한 어떤 설레임 그런 게 있었기 때문에	1	2103.72	2108.56	client	3
846	솔직하게 얘기를 좀 해주자	1	2116.89	2118.72	client	3
847	그래서 그렇게 해서 그냥 한번 얘기를 했던 경험은 있는 것 같아요. 네	1	2118.72	2123.53	client	3
848	그냥 미안했다고 네	1	2129.19	2130.83	client	3
849	그 사람이 뭐 저한테만 그랬던 게 아니라	1	2142.72	2144.72	client	3
850	다 밑에 네	1	2144.72	2148.72	client	3
851	후임들한테 다 그랬기 때문에 네	1	2148.72	2149.31	client	3
852	그래도 용기를 내셔서 어 지수님이 굉장히 큰 용기를 내셨을 것 같은데	1	2150.56	2156.56	counselor	3
853	그렇죠. 이게 아무리 전역이 얼마 안 남았다고 해도	3	2157.21	2159.72	client	3
854	그렇죠, 그럼요	0	2159.11	2161.7	counselor	3
855	선임은 선임이니까 네	0	2159.72	2160.72	client	3
856	선임에게 내 불편한 마음을 네 이렇게 또 표현을 해서 또 사과를 받으신 경험이 있으세요 네	1	2162.1	2169.56	counselor	3
857	그렇게 사과를 받고 내가 마음이 좀 편해지는 그런 경험이 또 긍정적으로 느껴지시는데 경험이 되셨기 때문에	1	2169.56	2178.21	counselor	3
858	네 네	0	2177.71	2179.05	client	3
859	군대라는 어떤 특수성 그런 것들이 좀 있기 때문에	1	2193.99	2195.72	client	3
860	음 음	0	2195.11	2196.12	counselor	3
861	음 군대가 어쨌든 사회랑 다르기 때문에	1	2198.72	2201.72	client	3
862	그런 부분들도 있는 것 같고	1	2204.72	2206.72	client	3
863	네 뭐 그런 것 같습니다. 네	1	2209.72	2212.83	client	3
864	그런 상황이 발생이 되면 사회에서 좀 이야기를 하실 수 있을 것 같으세요?	1	2212.56	2217.56	counselor	3
865	지켜보자. 좀 더 지켜보자 할 수 있는 상황이 되면	1	2230.72	2233.72	client	3
866	음 음	0	2232.34	2234.55	counselor	3
867	어 그냥 제가 조금 더 참고	1	2235.72	2237.72	client	3
868	상황을 지켜보기도 할 것 같아요. 네	1	2240.72	2243.72	client	3
869	그런 상황들도 아니고 제가 조금 더 이해하고	1	2249.72	2252.22	client	3
870	참고 하면은 서로	1	2252.22	2254.72	client	3
871	어쨌든 좋게 넘어갈 수 있는 상황이기도 하니까	1	2254.72	2258.58	client	3
872	그런 어떤 파이 자체를	1	2258.58	2260.88	client	3
873	굳이 뭐 이렇게 부 크게 만들려고 하지는 않는 것 같아요. 예	1	2260.88	2264.72	client	3
874	적을 만들기도 싫고 예	1	2267.72	2270.72	client	3
875	그런 것 같습니다. 네	1	2270.72	2273.72	client	3
876	지수님이 조금 전에 두루두루 잘 지내려고 한다라고 표현을 하셨어요 네	1	2273.71	2278.56	counselor	3
877	그래서 이제 좀 관계에서 뭐 아주 크게 어 영향이 없다면 두루두루 잘 지내시고 되도록 좀 나를 이제 좀 참고	1	2278.56	2288.56	counselor	3
878	이렇게 이제 많이 하시 하시는데 때에 따라서는 내가 감정이 너무 많이 격해진다거나	1	2288.56	2295.56	counselor	3
879	그 영향이 너무 크다거나 그러면은 좀 내가 표현을 할 수 있겠다 네	1	2295.56	2300.56	counselor	3
880	그럴 때는 감정을 좀 누르시면서 이렇게 좀 유연하게 대처를 좀 잘 하시겠죠	1	2300.56	2306.92	counselor	3
881	네 네	0	2306.89	2309.03	client	3
882	주로 가족들과도 대화를 많이 나누시는데 음	1	2310.01	2313.56	counselor	3
883	나의 이제 마음을 어 가장 많이 나누시는 그런 대상이 정말 나의 모든 것들을 좀 나눌 수 있는 대상이 있으실까요?	0	2313.56	2324.56	counselor	3
884	어 말 그대로 가족 자체예요.	1	2327.72	2330.72	client	3
885	왜 그러냐면 어-	1	2330.72	2333.72	client	3
886	아쉬운 게 하나 없이 잘해주셨고	1	2336.72	2339.72	client	3
887	저희 집안이 뭐 부유하진 않지만	1	2339.72	2341.85	client	3
888	음 음	0	2340.67	2342.94	counselor	3
